claim_id,product_id,product_name,product_category,brand,model_number,serial_number_entered,serial_number_on_receipt,serial_number_on_warranty_card,purchase_date,purchase_price,retailer,warranty_start,warranty_end,warranty_provider,warranty_type,fault_date,claim_submission_date,fault_type,fault_description,damage_type,product_age_months,remaining_warranty_days,repair_history_count,previous_repair_authorized,receipt_uploaded,warranty_card_uploaded,product_image_uploaded,fault_evidence_uploaded,repair_report_uploaded,missing_doc_count,serial_mismatch_flag,date_contradiction_flag,excluded_damage,duplicate_claim_flag,class_label
CLM-01424,PRD-98514,Smart Dishwasher 24-inch,Appliances,Bosch,BOS-APP-921,SNBO951015,SNBO951015,SNBO951015,2023-10-14,640.25,Sears Appliance Outlet,2023-10-14,2026-10-13,Bosch Care Protection,Standard,2024-08-17,2024-09-01,Compressor Failure,Compressor clicking repeatedly and unable to compress refrigerant.,Manufacturing,10,787,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-02300,PRD-61174,Front-Load Washing Machine,Appliances,LG,LG-APP-950,SNLG346073,SNLG346073,SNLG346073,2023-09-03,1013.84,Home Depot,2023-09-03,2026-09-02,LG Care Protection,Standard,2024-05-30,2024-06-06,Thermostat Malfunction,Temperature reading fluctuating wildly causing erratic operation.,Manufacturing,8,825,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01202,PRD-31990,Tablet 11-inch Display,Electronics,Apple,APP-ELE-297,SNAP359277,SNAP359277,SNAP359277,2024-01-16,606.14,BestBuy,2024-01-16,2026-01-15,Apple Care Protection,Standard,2024-06-07,2024-06-08,Electrical Failure,No current flowing to main motor despite active input power.,Electrical,4,587,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-02388,PRD-41224,Mirrorless Camera Body,Electronics,Asus,ASU-ELE-134,SNAS474888,SNAS474888,SNAS474888,2023-01-21,1524.52,Amazon Electronics,2023-01-21,2025-01-20,Asus Care Protection,Standard,2023-03-05,2023-03-12,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Unauthorized Modification,1,687,3,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-01711,PRD-41683,French Door Refrigerator,Appliances,KitchenAid,KIT-APP-202,SNKI811741,SNKI811741,SNKI811741,2023-06-18,1572.54,Costco,2023-06-18,2026-06-17,KitchenAid Care Protection,Standard,2024-07-29,2024-08-12,Motor Failure,"Motor winding resistance out of spec, causing tripping.",Unauthorized Modification,13,688,3,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-01699,PRD-65868,Heavy-Duty Clothes Dryer,Appliances,Bosch,BOS-APP-668,SNBO326667,SNBO326667,SNBO326667,2023-03-18,807.33,Home Depot,2023-03-18,2026-03-17,Bosch Care Protection,Standard,2024-05-20,2024-05-26,Thermostat Malfunction,Temperature reading fluctuating wildly causing erratic operation.,Manufacturing,14,666,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01523,PRD-18418,Heavy-Duty Clothes Dryer,Appliances,Whirlpool,WHI-APP-578,SNWH734343,SNWH734343,SNWH734343,2024-12-03,720.48,Sears Appliance Outlet,2024-12-03,2027-12-03,Whirlpool Care Protection,Standard,2025-10-28,2025-11-06,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,10,766,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01069,PRD-31300,Active Noise Cancelling Headphones,Electronics,Asus,ASU-ELE-415,SNAS746701,SNAS746701,SNAS746701,2024-06-17,294.81,Direct Manufacturer Store,2024-06-17,2026-06-17,Asus Care Protection,Standard,2026-03-25,2026-03-30,Jailbreaking or Rooting,Unspecified system degradation observed during normal operating routine.,Jailbreaking or Rooting,21,84,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-00004,PRD-73110,Smart Watch Series 7,Electronics,HP,HP-ELE-585,SNHP935981,SNHP935981,SNHP935981,2023-08-30,344.83,Amazon Electronics,2023-08-30,2026-08-29,AssureX Extended Guard,Extended,2026-05-03,2026-05-16,Component Failure,Sensor module stopped transmitting readings to the main board.,Manufacturing,32,118,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-00503,PRD-50194,Active Noise Cancelling Headphones,Electronics,Sony,SON-ELE-479,SNSO690913,SNSO690913,SNSO690913,2023-09-03,278.63,B&H Photo,2023-09-03,2025-09-02,Sony Care Protection,Standard,2024-12-26,2025-01-06,Software Malfunction,System firmware entered boot loop following manufacturer OTA update.,Unauthorized Modification,15,250,2,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-02417,PRD-64664,Convection Microwave Oven,Appliances,Samsung,SAM-APP-660,SNSA103759,SNSA103759,SNSA103759,2024-10-30,287.39,Lowe's,2024-10-30,2027-10-30,Samsung Care Protection,Standard,2025-03-02,2025-03-16,Compressor Failure,Compressor clicking repeatedly and unable to compress refrigerant.,Manufacturing,4,972,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-02479,PRD-16781,Smart Watch Series 7,Electronics,Lenovo,LEN-ELE-862,SNLE369491,SNLE369491,SNLE369491,2023-06-01,414.27,Amazon Electronics,2023-06-01,2025-05-31,Lenovo Care Protection,Standard,2024-08-21,2024-09-04,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,14,283,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01141,PRD-15862,Electric Range Oven,Appliances,KitchenAid,KIT-APP-891,SNKI705206,SNKI705206,SNKI705206,2024-08-26,1254.77,Direct Factory Outlet,2024-08-26,2027-08-26,KitchenAid Care Protection,Standard,2026-06-01,2026-06-10,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,21,451,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-00845,PRD-19877,ABS Wheel Speed Sensor,Automotive,Bosch Auto,BOS-AUT-537,SNBO938234,SNBO938234,SNBO938234,2024-04-16,93.17,RockAuto,2024-04-16,2025-04-16,Bosch Auto Care Protection,Standard,2024-10-28,2024-11-06,Premature Wear,Bushing cracked prematurely during regular non-commercial transit.,Manufacturing,6,170,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00468,PRD-86915,Heavy-Duty Clothes Dryer,Appliances,GE Appliances,GE -APP-746,SNGE295481,SNGE295481,SNGE295481,2024-05-16,832.07,Costco,2024-05-16,2027-05-16,GE Appliances Care Protection,Standard,2026-05-27,2026-06-03,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,24,354,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00484,PRD-46004,Front-Load Washing Machine,Appliances,Whirlpool,WHI-APP-844,SNWH251670,SNWH251670,SNWH251670,2024-06-20,937.69,Costco,2024-06-20,2028-06-20,AssureX Extended Guard,Extended,2028-01-05,2028-01-09,Control Board Failure,Capacitor blown on the primary controller board without power surge.,Electrical Failure,42,167,0,True,True,True,True,False,False,1,False,False,False,False,Manual Review Required
CLM-01077,PRD-11909,French Door Refrigerator,Appliances,KitchenAid,KIT-APP-666,SNKI464519,SNKI464519,SNKI464519,2023-08-21,1626.24,Lowe's,2023-08-21,2027-08-21,AssureX Extended Guard,Extended,2023-10-16,2023-10-17,Manufacturing Defect,Device shut down unexpectedly and fails to power back on under normal conditions.,Manufacturing,1,1405,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-02420,PRD-30232,Smart Dishwasher 24-inch,Appliances,LG,LG-APP-315,SNLG725081,SNLG725081,SNLG725081,2025-05-23,812.71,Sears Appliance Outlet,2025-05-23,2028-05-22,LG Care Protection,Standard,2028-07-29,2028-08-07,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,38,-68,0,True,True,True,True,True,False,0,False,False,False,False,Likely Invalid
CLM-02016,PRD-70040,Galaxy Ultra Smartphone,Electronics,Lenovo,LEN-ELE-146,SNLE939871,SNLE939871,SNLE939871,2023-10-09,921.57,Amazon Electronics,2023-10-09,2026-10-08,AssureX Extended Guard,Extended,2025-01-27,2025-01-31,Electrical Failure,Capacitor blown on the primary controller board without power surge.,Electrical,15,619,1,True,True,False,True,True,True,1,False,False,False,False,Likely Valid
CLM-00673,PRD-82470,Heavy-Duty Starter Motor,Automotive,Continental Auto,CON-AUT-294,SNCO820480,SNCO820480,SNCO820480,2024-05-13,292.34,RockAuto,2024-05-13,2025-05-13,Continental Auto Care Protection,Standard,2025-04-05,2025-04-14,Premature Wear,"Brake pad friction compound deteriorated within 2,000 miles of highway driving.",Component Failure,10,38,1,False,True,True,True,True,False,1,False,False,False,False,Manual Review Required
CLM-01215,PRD-79113,Smart Dishwasher 24-inch,Appliances,GE Appliances,GE -APP-751,SNGE627912,SNGE627912,SNGE627912,2025-04-03,873.18,Sears Appliance Outlet,2025-04-03,2028-04-02,GE Appliances Care Protection,Standard,2027-03-22,2027-03-25,Compressor Failure,Compressor clicking repeatedly and unable to compress refrigerant.,Manufacturing,23,377,1,True,True,True,True,True,True,0,False,False,False,False,Likely Valid
CLM-02433,PRD-80966,French Door Refrigerator,Appliances,LG,LG-APP-451,SNLG592979,SNLG592979,SNLG592979,2023-05-31,1491.58,Costco,2023-05-31,2026-05-30,LG Care Protection,Standard,2026-09-02,2026-09-07,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,39,-95,0,True,True,True,True,True,False,0,False,False,False,False,Likely Invalid
CLM-00163,PRD-27407,Gaming Desktop Rig,Electronics,HP,HP-ELE-586,SNHP974994,SNHP974994,SNHP974994,2023-08-04,2105.32,Direct Manufacturer Store,2023-08-04,2026-08-03,AssureX Extended Guard,Extended,2026-03-10,2026-03-13,Software Malfunction,Main OS freezes on start screen; hardware diagnostic passes.,Unauthorized Modification,31,146,2,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00980,PRD-97223,French Door Refrigerator,Appliances,Whirlpool,WHI-APP-402,SNWH253991,SNWH253991,SNWH253991,2023-08-02,1523.66,Costco,2023-08-02,2026-08-01,Whirlpool Care Protection,Standard,2025-08-03,2025-08-15,Compressor Failure,Compressor clicking repeatedly and unable to compress refrigerant.,Manufacturing,24,363,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-02313,PRD-48713,French Door Refrigerator,Appliances,Samsung,SAM-APP-370,SNSA883844,SNSA883844,SNSA883844,2023-08-08,1809.29,Direct Factory Outlet,2023-08-08,2026-08-07,Samsung Care Protection,Standard,2026-08-14,2026-08-18,Electrical Wiring Defect,Unspecified system degradation observed during normal operating routine.,Manufacturing,36,-7,0,True,True,True,True,True,False,0,False,False,False,False,Manual Review Required
CLM-00725,PRD-70987,Ceramic Brake Pad Set,Automotive,Brembo,BRE-AUT-612,SNBR903208,SNBR903208,SNBR903208,2025-03-04,142.09,RockAuto,2025-03-04,2026-03-04,Brembo Care Protection,Standard,2025-08-28,2025-09-08,Seal or Gasket Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,5,188,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-02064,PRD-66659,Electric Range Oven,Appliances,Samsung,SAM-APP-201,SNSA889253,SNSA889253,SNSA889253,2024-09-19,1267.61,Costco,2024-09-19,2027-09-19,Samsung Care Protection,Standard,2025-07-22,2025-08-03,Manufacturing Defect,Factory assembly defect leading to unprovoked system failure.,Manufacturing,10,789,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-01857,PRD-67011,Front-Load Washing Machine,Appliances,KitchenAid,KIT-APP-525,SNKI103419,SNKI103419,SNKI103419,2023-10-10,957.53,Direct Factory Outlet,2023-10-10,2027-10-10,AssureX Extended Guard,Extended,2023-08-26,2023-10-17,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,0,1506,0,True,True,True,True,True,False,0,False,True,False,False,Manual Review Required
CLM-01260,PRD-34378,Heavy-Duty Clothes Dryer,Appliances,Samsung,SAM-APP-278,SNSA241440,SNSA241440,SNSA241440,2025-03-25,919.52,Sears Appliance Outlet,2025-03-25,2029-03-25,AssureX Extended Guard,Extended,2026-03-29,2026-04-05,Unauthorized Modification,Unspecified system degradation observed during normal operating routine.,Unauthorized Modification,12,1092,0,True,True,True,True,True,False,0,False,False,True,True,Likely Invalid
CLM-02114,PRD-30699,Smart Dishwasher 24-inch,Appliances,Samsung,SAM-APP-132,SNSA998680,SNSA998680,SNSA998680,2023-03-19,813.78,Costco,2023-03-19,2026-03-18,Samsung Care Protection,Standard,2026-05-25,2026-06-08,Electrical Wiring Defect,Unspecified system degradation observed during normal operating routine.,Manufacturing,38,-68,0,True,True,True,True,True,False,0,False,False,False,False,Likely Invalid
CLM-01098,PRD-24570,Smart Dishwasher 24-inch,Appliances,GE Appliances,GE -APP-872,SNGE645153,SNGE645184,SNGE645153,2023-03-21,675.43,Direct Factory Outlet,2023-03-21,2026-03-20,GE Appliances Care Protection,Standard,2023-09-13,2023-09-21,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,5,919,0,True,True,True,True,True,False,0,True,False,False,False,Manual Review Required
CLM-01940,PRD-87652,OLED 4K Smart TV,Electronics,Asus,ASU-ELE-375,SNAS587315,SNAS587315,SNAS587315,2025-03-24,1125.18,BestBuy,2025-03-24,2027-03-24,Asus Care Protection,Standard,2027-08-13,2027-08-28,Display Defect,Backlight flickering continuously on left half of screen.,Manufacturing,28,-142,0,True,True,True,True,True,False,0,False,False,False,False,Likely Invalid
CLM-02183,PRD-74532,ProBook Laptop 15-inch,Electronics,LG,LG-ELE-466,SNLG289618,SNLG289618,SNLG289618,2025-01-29,817.87,Target,2025-01-29,2028-01-29,AssureX Extended Guard,Extended,2026-10-05,2026-10-18,Software Malfunction,Main OS freezes on start screen; hardware diagnostic passes.,Manufacturing,20,481,0,True,False,True,True,True,False,1,False,False,False,False,Likely Invalid
CLM-01551,PRD-53178,Front-Load Washing Machine,Appliances,Maytag,MAY-APP-178,SNMA593047,SNMA593047,SNMA593047,2024-02-20,931.23,Direct Factory Outlet,2024-02-20,2027-02-19,Maytag Care Protection,Standard,2024-09-17,2024-09-22,Control Board Failure,Unspecified system degradation observed during normal operating routine.,Manufacturing,6,885,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-00958,PRD-53800,Convection Microwave Oven,Appliances,Samsung,SAM-APP-486,SNSA895620,SNSA895620,SNSA895620,2024-05-24,380.55,Lowe's,2024-05-24,2027-05-24,Samsung Care Protection,Standard,2025-05-18,2025-05-29,Pest Infestation Damage,Unspecified system degradation observed during normal operating routine.,Pest Infestation Damage,11,736,0,True,True,True,True,True,False,0,False,False,True,False,Likely Invalid
CLM-01457,PRD-47465,Front-Load Washing Machine,Appliances,Whirlpool,WHI-APP-636,SNWH869390,SNWH869390,SNWH869390,2024-02-01,895.75,Home Depot,2024-02-01,2027-01-31,Whirlpool Care Protection,Standard,2024-09-14,2024-09-19,Manufacturing Defect,Internal solder joint loosened causing intermittent power disconnects.,Manufacturing,7,869,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01877,PRD-76132,Electric Range Oven,Appliances,Bosch,BOS-APP-623,SNBO130341,SNBO130341,SNBO130341,2025-02-13,1240.28,Lowe's,2025-02-13,2028-02-13,Bosch Care Protection,Standard,2026-01-03,2026-01-12,Motor Failure,Drive motor hums loudly but will not spin drum under normal load.,Component Failure,10,771,1,False,True,True,True,True,False,1,False,False,False,False,Manual Review Required
CLM-01463,PRD-41380,ABS Wheel Speed Sensor,Automotive,ACDelco,ACD-AUT-253,SNAC671927,SNAC671927,SNAC671927,2024-01-20,94.8,O'Reilly Auto,2024-01-20,2025-01-19,ACDelco Care Protection,Standard,2024-05-25,2024-05-28,Electrical Component Failure,Unspecified system degradation observed during normal operating routine.,Electrical,4,239,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01709,PRD-64912,OLED 4K Smart TV,Electronics,Sony,SON-ELE-681,SNSO401025,SNSO401025,SNSO401025,2024-07-04,1024.55,BestBuy,2024-07-04,2027-07-04,AssureX Extended Guard,Extended,2025-08-05,2025-08-13,Component Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Manufacturing,13,698,0,True,True,True,True,True,False,0,False,False,False,False,Likely Valid
CLM-01094,PRD-68024,Mirrorless Camera Body,Electronics,Dell,DEL-ELE-385,SNDE500048,SNDE500048,SNDE500048,2024-08-11,1520.51,Target,2024-08-11,2026-08-11,Dell Care Protection,Standard,2026-05-05,2026-05-07,Software Malfunction,System firmware entered boot loop following manufacturer OTA update.,Unauthorized Modification,20,98,2,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-00330,PRD-75422,Heavy-Duty Starter Motor,Automotive,Bosch Auto,BOS-AUT-414,SNBO626474,SNBO626474,SNBO626474,2024-12-09,306.18,AutoZone,2024-12-09,2026-12-09,AssureX Extended Guard,Extended,2026-01-03,2026-01-09,Seal or Gasket Failure,Cooling fan bearing seized up leading to emergency thermal shutdown.,Component Failure,12,340,1,False,True,True,True,True,False,1,False,False,False,False,Manual Review Required
CLM-00406,PRD-66039,OLED 4K Smart TV,Electronics,Dell,DEL-ELE-449,SNDE861042,SNDE861042,SNDE861042,2023-03-30,1418.03,Target,2023-03-30,2025-03-29,Dell Care Protection,Standard,2024-02-17,2024-03-02,Display Defect,Backlight flickering continuously on left half of screen.,Unauthorized Modification,10,406,3,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-01736,PRD-76031,Gaming Desktop Rig,Electronics,HP,HP-ELE-312,SNHP418421,SNHP418427,SNHP418421,2023-03-17,1756.72,BestBuy,2023-03-17,2026-03-16,AssureX Extended Guard,Extended,2024-02-10,2024-02-11,Manufacturing Defect,Internal solder joint loosened causing intermittent power disconnects.,Manufacturing,10,765,0,True,True,True,True,True,False,0,True,False,False,False,Manual Review Required
CLM-00352,PRD-51048,Smart Dishwasher 24-inch,Appliances,LG,LG-APP-871,SNLG462623,SNLG462623,SNLG462623,2025-02-06,757.6,Direct Factory Outlet,2025-02-06,2028-02-06,LG Care Protection,Standard,2026-11-09,2026-11-21,Thermostat Malfunction,Temperature reading fluctuating wildly causing erratic operation.,Unauthorized Modification,21,454,3,False,True,True,True,True,False,1,False,False,True,False,Likely Invalid
CLM-02165,PRD-38710,Heavy-Duty Starter Motor,Automotive,Brembo,BRE-AUT-798,SNBR780400,SNBR780400,SNBR780400,2024-05-11,257.22,O'Reilly Auto,2024-05-11,2025-05-11,Brembo Care Protection,Standard,2024-09-14,2024-09-29,Manufacturing Defect,Internal solder joint loosened causing intermittent power disconnects.,Manufacturing,4,239,1,True,True,True,True,True,True,0,False,False,False,False,Likely Valid
